Ambient_Temperature,Water_Temperature,Humidity,Light_Intensity,Water_pH,Dissolved_Oxygen_mg_L,EC_mS_cm,TDS_ppm,Electrochemical_Signal
20.1474183,16.2677636,56.04820926,441.9643934,7.008549142,4.636029532,0.930365292,302.0856392,1.57775289
24.98914908,15.21253357,68.02007962,557.6035256,7.256552995,5.766120954,1.208705502,644.4215621,0.779218332
23.87187867,23.8435756,54.47405198,305.3381125,7.39981536,6.679798051,1.837615171,1177.163882,1.717480484
29.97418749,15.12667509,53.38227753,599.1035872,6.636631744,5.484804398,1.259395311,740.6037918,0.297071658
28.8294703,19.0307888,61.67313078,333.8325496,6.796602834,5.545444404,1.485891041,792.489459,0.790187959
28.10853379,17.67872522,47.97210145,327.490014,7.095556368,3.503564592,0.748624253,390.2634929,1.208361763
18.91604672,22.58693819,44.43625971,547.9559147,7.337534323,3.569680989,0.518443474,482.8693002,0.488466092
22.55603535,18.52653487,67.35308641,443.6550923,6.759092648,5.754018535,1.025739376,655.7292928,0.808322538
19.47115783,19.13756016,69.49187236,361.5600383,6.888632617,6.362398829,1.119780945,628.9789744,0.760013089
26.73184134,20.91870642,41.14323195,509.3614667,6.052012178,3.978905521,0.992825227,372.6165815,0.733485922
23.64197005,21.2969632,52.43883005,584.9485653,5.652429386,4.344271095,0.880809808,371.2912632,0.300229689
20.38140881,23.18956743,68.75122088,251.4749214,6.95108817,6.092324523,1.183891566,726.4611661,1.599226878
20.77588173,22.22678885,51.03741172,997.7164405,5.871337507,4.267059422,0.767887342,327.086931,0.584883492
25.47068862,22.83113296,60.21570424,841.8691016,5.534522752,4.670604991,0.660390032,355.9555531,1.428208806
28.44128785,23.60403404,42.26880351,827.2890608,6.489707123,5.061162712,1.295446472,735.5128724,1.579866587
27.28844499,15.25064291,47.18723871,466.4701541,6.636397178,5.024881743,1.256046529,645.299155,0.027312135
18.70349914,23.07217562,58.64233608,446.7431823,6.337736328,5.967759186,1.087183215,738.1875476,0.823095125
22.67828323,19.28766887,51.70811446,711.5483344,6.944946063,5.580103019,1.468364994,627.5041888,1.950406851
18.30377106,19.90183272,46.59754921,757.1550849,6.176881066,3.682132702,0.556736761,577.4080855,1.243449047
28.33192938,22.96159206,63.86715315,540.1039676,6.506164583,7.81600903,1.757941628,1063.993618,1.718530344
29.12807686,20.97163406,59.18249327,811.9545888,5.863439445,4.6344444,0.777600406,458.8951735,1.39567582
19.08211589,24.43112725,57.71403655,970.4693455,6.861468411,3.483704582,0.546551384,569.1647274,0.330715878
22.16036853,21.72839897,66.88471579,430.3451671,7.157664173,6.350627086,1.316550729,667.8059582,1.607881714
21.61816122,23.51433428,62.76925953,361.8754608,6.064656273,3.698419149,0.862977839,569.133078,0.338041397
21.27421645,19.09373245,62.25665716,383.2490969,5.541294634,4.774172849,0.889937773,492.6094938,1.879360376
27.31361459,17.84818491,53.17610378,971.3119326,6.807255798,3.16827993,0.580814357,569.5662566,0.229043477
23.93097622,21.24331814,69.89315157,392.7872465,6.729856826,4.212858119,0.504598526,330.4414629,0.971971371
26.01136313,24.2196758,43.27074149,342.6251707,6.761367372,4.327003538,0.502530792,348.2424154,0.410812428
21.19975665,15.5196344,53.93526057,282.4178953,6.760985042,4.097467579,0.845947599,495.5883779,0.185642742
21.61476078,20.70081736,48.64184152,901.866407,6.231486379,5.336403964,1.356089611,647.4498175,0.228396671
26.87388868,20.80339957,55.94891459,458.4411259,6.696151093,5.488099547,1.373245703,729.9265798,0.22738332
20.25227897,22.15138312,40.09369758,279.8975356,7.245010297,6.273835116,1.328806446,713.6617207,0.969762055
27.72472553,20.54937552,44.30531437,506.0008134,7.064771429,3.187349536,0.683857902,379.5607103,1.032500267
23.3897951,15.94261866,55.84280527,852.9270947,5.717506188,5.365984465,1.486505277,678.6195449,1.532946654
22.60001979,24.47977836,56.63488116,867.6977976,5.560558815,7.838069833,2.131138626,1117.924521,0.800549454
26.51913262,15.49818192,58.78332659,970.1411583,7.374236143,5.75395564,1.288451942,698.5035388,0.643528838
21.20360527,21.3562784,68.03210261,895.6625733,6.806609085,6.792864482,2.222452115,912.308945,1.227510445
24.64025957,17.96728512,62.5013657,906.4491301,6.694527257,3.048631933,0.822736148,353.1332038,0.4693032
23.03571528,19.08101083,45.73821491,416.6848651,6.792378691,4.880917169,0.976964289,574.4593171,0.502777135
18.38692006,22.07259421,60.15885389,945.0412126,7.40388126,5.55523805,1.007728308,785.6637125,0.394108823
22.42108861,24.75083665,48.73487712,680.7102068,6.722801772,5.642276222,1.48332741,792.7239954,1.023220728
29.40646779,19.87629081,56.88610462,299.2265972,6.879022398,6.279514183,1.147224446,677.0195457,1.378628374
23.44026525,17.84569586,44.46663663,847.3236755,6.412167911,4.702273343,0.658461003,350.847824,0.626207682
23.55911495,15.69606034,58.89479283,586.9538184,6.62640488,4.113602525,0.968077387,508.808939,1.879117972
23.0046556,21.55997176,51.23957446,547.297263,6.011977321,5.855091755,1.048588247,723.0014453,0.57276915
24.29818961,20.67873296,68.00969849,723.1558426,7.271832903,6.485080775,1.070042008,703.6659305,1.686306504
22.59970515,24.08833546,66.91818413,809.9115844,7.449511416,7.816059608,2.240768618,1078.806296,0.912065485
27.46916932,23.10701077,56.78641127,724.4372823,6.954327513,4.404968168,0.679745576,388.0775533,0.707990459
18.16621963,17.26375674,62.52635105,315.0597708,6.760987232,7.714041733,2.310113395,1146.828927,0.652711581
24.41733408,22.34683878,41.60742909,981.5521678,5.539839995,6.369860829,1.255671199,700.3032589,1.971450834
20.60847279,17.05197571,54.61996407,995.5302942,6.958744664,4.596590358,0.824981965,510.5900632,0.288645246
18.01133123,24.54649566,60.33024414,448.0336376,7.397853506,6.193689004,1.445002671,667.5990314,0.167213883
18.39482487,24.16681861,44.88578569,595.6037306,5.671337984,5.563374429,1.04699097,715.6560282,0.765420619
23.86430891,18.79425665,50.77816833,411.9204679,6.615718527,5.053913411,1.232799009,708.5289269,0.541101733
25.7560484,15.99834265,48.07251959,425.3268054,7.049627055,5.429811878,1.29541663,606.10005,0.406210545
24.59828515,21.53559993,49.20819895,824.3305818,7.284763449,3.074696377,0.91130028,408.0571924,0.97980559
26.75780998,16.45997708,54.49754567,808.9151684,6.109999976,5.190590769,1.26112163,753.9987106,0.608248143
27.03875634,15.97142651,68.87798944,204.5531533,7.187109709,3.431642055,0.811445238,325.6042395,0.161749033
29.90367693,17.24840285,44.06059018,928.9300369,5.62636013,3.103363442,0.765677316,462.1905365,1.537487907
24.96006348,21.64698555,69.38492029,469.5720348,6.330372103,5.956144852,1.363045667,795.1704159,1.782605607
25.14333416,19.50145881,63.07821526,495.0746902,6.422586036,4.032600697,0.661478236,538.5558584,1.211759452
18.59673617,16.20694719,66.02305035,661.4678288,5.591652162,5.406248377,1.21948571,615.6912763,0.420440021
25.32793142,21.24956077,62.05504792,899.239915,7.028987264,5.038026115,1.481324207,767.1960241,1.741035053
28.02250955,15.96136968,53.67907776,852.7283118,5.624338215,6.043961309,1.204476472,634.658864,1.613233352
28.48846072,21.64611628,58.40614571,470.077208,6.774357563,3.312874085,0.625121449,464.7679994,0.319964208
28.62866985,19.04870463,44.65917807,506.9727576,5.674015166,6.071893884,1.330098688,655.9867794,0.074238313
22.6595498,17.93791819,41.1270298,364.6786513,6.206009643,4.909730561,0.868948458,466.3062158,1.12387623
26.33641389,23.14285843,69.6423187,884.7756207,6.595337957,7.417581119,1.919600062,899.0923958,0.595211011
18.01865352,24.32540592,54.31142348,652.1892739,5.89690497,7.033959018,2.25784611,805.7573955,0.996201192
26.8014671,16.8764178,41.39064199,587.1237416,6.226195101,6.674108961,1.546002642,816.2915209,1.193363419
25.75172911,18.50051016,61.83673635,482.4092359,6.971543106,6.283190876,1.35182893,694.8347658,0.825594897
27.56452776,20.29793751,43.82266525,607.3966561,6.024694009,6.646751241,1.991615875,989.3887083,0.727663706
20.6597235,17.44940714,59.75540995,596.3008783,6.115673888,5.259802805,1.216925825,679.7009469,1.938232234
27.93026233,20.79523038,53.54555687,468.3064516,6.277001838,7.423775147,2.135093651,818.1216039,0.027007627
23.44922062,20.05530139,61.80843965,683.0815494,7.397756555,7.061918922,2.125859916,1001.254503,0.966873603
22.8102902,20.03330188,61.27513383,268.7317285,7.221458723,4.712979682,0.829346816,348.8803281,1.782387281
19.15554368,17.51487764,63.82841856,760.4320297,6.604061996,5.105853121,1.321209639,605.3022621,0.76225969
22.80220928,20.14776775,42.96090858,872.3226132,7.497374387,7.378663372,2.440230241,1030.189671,0.139127108
20.22453166,19.52200509,66.29055397,846.8187569,7.031587396,3.776339852,0.821644109,437.4758671,0.963112365
28.67772738,24.78056278,51.41291069,980.2819766,7.151069908,4.091233579,0.970732404,415.8307913,1.968910541
28.75780434,19.89086847,66.767772,276.2599662,6.630215746,4.922381128,0.952675321,358.7373404,0.378886578
23.18712119,20.93935038,52.96839779,970.1378794,6.587768856,5.104041951,1.050389001,603.6443651,1.138482362
27.80766607,22.23979413,43.78079418,997.4827185,5.969100894,3.188885922,0.841503387,321.3565945,0.593762594
22.53314745,15.82641343,60.51746762,953.5980962,5.928590271,6.978463445,2.344875311,809.3087743,0.677511892
22.05070823,18.68846482,59.31462861,832.4820262,6.931902987,4.628936965,0.640927387,335.4494483,0.14213515
29.85201783,21.61736959,44.44649668,257.7165128,6.445125209,6.045105748,1.314471423,775.4944027,1.446985037
27.1877501,16.99818556,50.51352734,502.8754094,5.635658952,6.102606566,1.401740465,656.4069145,1.491007996
24.38588466,18.74533826,61.79690918,579.2751276,7.125577795,5.266159316,1.375307376,761.3669479,1.457964643
19.80587766,23.37766825,47.16525286,222.9290595,7.160589958,4.981010284,0.706308838,411.6054257,1.626553102
19.94417026,16.41168662,44.24012184,252.3199747,6.535025137,6.164619441,1.17040177,786.1514651,0.311664829
18.84437239,17.17580861,44.52481499,325.9287406,7.070861627,6.287619128,1.214497014,750.1742136,1.34063784
21.13031871,18.77007914,65.41246464,336.3048217,5.704228094,7.631814311,1.603123869,1161.021163,0.681696806
26.10031028,22.66633041,54.89752146,483.9491865,6.045853506,4.010504745,0.913228733,396.0148803,0.186146924
22.63569602,21.15403788,41.12948722,643.1386511,5.987400871,4.791046457,0.694600839,303.2512954,1.916653598
25.00592937,15.15866267,60.49345062,782.2047554,5.788053183,6.358072965,1.045643338,663.8627275,0.845882594
29.37136261,20.04088364,46.54865222,912.6424432,6.830049112,7.925092951,2.450607147,1029.375155,1.28682161
26.66816832,20.45362105,66.72090906,757.6636154,6.433114473,4.263674424,0.724222761,387.9632315,1.509219029
28.0313024,19.82184489,46.92494327,404.990749,6.748421219,5.492996818,1.336259228,750.4749059,1.754677383
29.5859166,23.96053472,49.20979621,692.4388837,7.15427511,7.687368566,2.289618143,836.4824412,0.027650473
29.01241412,15.78722316,68.10215695,471.86428,5.727620677,7.241630457,1.55755876,1019.811553,0.15981111
20.97114648,22.08504392,52.82168414,304.0509618,5.663303622,7.162295752,2.387704183,940.366005,0.882024763
28.58234392,24.23527345,63.00545862,496.7033874,5.696281816,5.175600525,1.071495841,752.3021263,1.743067367
20.96516021,18.18653419,52.1138661,950.3544521,7.378157385,4.236436127,0.550561338,325.2320418,0.097088494
24.45107319,24.47969105,46.2635061,243.1657255,7.037359884,4.401938263,0.536381503,546.5580178,0.635037647
24.03647604,18.12241824,56.61655238,430.6587254,6.835534969,6.059363341,1.04067439,616.9675428,0.590140727
27.7900117,16.60906459,48.73347567,837.1419006,6.433610577,7.979959368,1.874270796,948.2568588,0.20054889
24.78079488,16.63067976,53.89292688,924.2845518,5.826437352,4.625599135,0.973624289,595.8003191,1.906177881
27.7317158,16.04855995,44.56776134,684.9209848,5.636858534,7.630067278,1.876259586,833.4002867,1.969269032
28.38067178,22.61602756,42.63749535,412.5971169,6.75296875,6.165720374,1.279202125,684.8444018,1.591545365
22.12131073,21.66165078,48.00201114,494.2304489,6.409476711,7.859531578,1.611197482,997.0500417,1.894862718
27.10438815,18.19744111,59.98927581,386.2756033,6.176816813,6.517030467,1.968660642,822.5213103,1.413714476
19.03336695,17.21026209,67.11874627,977.2010149,7.074813289,3.237635833,0.558763123,494.7630906,1.907334578
27.77047614,21.03815978,52.10907463,843.577641,7.247534002,7.619067319,2.083368765,1184.869019,0.915478512
22.72070231,18.79774721,61.06181764,714.5955124,6.362763815,7.062305869,1.785712086,1147.439651,1.126982392
29.05103164,16.09045473,54.94960073,833.1512381,6.958054997,3.447191677,0.98161127,303.6463424,1.397854098
27.87189702,21.35120041,47.8232339,625.2197595,5.984836894,7.95481824,1.543159912,1156.457245,0.478535582
25.54449026,18.2192213,57.94894032,737.9829308,7.398624242,4.055402218,0.996482398,322.1389694,1.893981138
26.90504796,17.56230487,61.93781291,664.9196488,6.679013413,7.330781427,2.469302536,1009.239138,1.209784347
21.37316535,21.20414458,47.44257632,247.8523365,6.807640752,4.258797276,0.847874344,436.3623194,0.169798478
29.96776591,23.60394725,59.30859472,624.2670587,5.540029545,4.25511616,0.792157156,570.3474031,1.26760124
21.6395375,19.12845331,69.27549134,580.5304328,5.695262608,5.068169571,1.140481595,790.0822968,1.511349908
25.91056979,24.04474008,49.21474703,203.6864759,6.087579491,4.780527568,0.727828376,486.0397793,1.766865276
25.17730594,15.98581577,58.33261309,845.7393615,7.291873659,5.416071774,1.09406058,692.739681,1.515567146
22.97811262,24.35832376,67.9453072,466.5418786,5.892049202,7.030028342,2.083656112,831.0938548,1.870950923
26.89896584,24.84589338,62.27847024,414.9613839,6.910834411,4.948789615,0.993105372,509.4485142,0.596205676
23.89024901,24.80797801,44.86471141,452.9214248,6.485499316,5.80414455,1.154763808,762.7590039,0.217182934
26.76889568,23.82701434,57.01616129,905.2660512,6.931297413,4.369462345,0.58130847,573.2781553,1.037618794
18.59020758,24.38629513,63.09588382,532.5253473,6.689932563,4.645074486,0.974899957,517.7158525,0.308877929
23.41023393,19.01421724,46.37495784,838.2401968,6.308960342,5.920122794,1.209121518,786.5456967,0.684478376
19.23046255,17.54060745,50.84027774,272.1115899,6.377316178,7.799095834,1.54521867,810.5467898,1.153929482
28.1908569,23.14356358,69.16711751,257.7155023,6.448558599,7.06469505,2.310553331,1194.910452,1.212042042
27.84886203,21.07671281,41.8919346,327.2426384,7.32607277,3.300833782,0.797065358,414.267257,0.513349182
20.48696409,20.8784765,49.87358952,238.4936074,6.159187876,4.939828796,0.921059462,551.4986114,1.99611588
22.40111128,17.70025342,57.36889405,658.8598321,7.206510697,7.20303974,1.914819502,909.3628288,0.524109142
19.24203486,24.22386789,66.26209202,329.1792317,5.868329884,5.084563245,1.432361188,762.5802018,0.156204485
26.73907978,18.00813564,50.54572004,209.9340276,7.223560074,4.999435347,0.998318419,466.6295117,0.940749287
24.39895444,16.67947359,68.73492144,741.9890071,7.057734405,6.153481123,1.472382865,769.9294781,0.576116037
22.53699292,19.25604713,64.72095532,792.5059639,7.495422304,5.371022153,1.225272068,625.831883,1.994369757
23.56344814,24.93001029,52.44383881,991.7838881,6.845944274,7.931076541,2.106174634,891.4571222,0.629007408
21.24435059,19.15935307,64.75454384,902.4843449,7.03491156,4.343401369,0.80906412,407.4488154,0.643386103
27.39066579,23.24685603,46.86830729,564.1289892,7.373523771,6.670336388,2.171573196,1008.12308,1.124392716
24.29777666,21.46110616,68.50203408,538.4090712,6.920441742,7.658477588,2.020163501,1140.8726,0.322931067
23.38846475,21.71407145,45.95113572,640.7455976,7.158020442,4.103813678,0.780468986,562.9960808,0.411562378
20.5642347,20.35172588,51.4071993,646.1195847,6.260367017,5.605224299,1.067007614,605.7565353,0.983582113
22.32918547,22.57274915,46.11968919,974.543835,7.182934702,6.132705884,1.310154776,740.8159536,0.142189748
22.59184209,19.78772142,66.26695476,513.7636789,7.042409196,3.425928323,0.568185738,304.3633997,1.704002594
29.00676279,18.64669121,40.64277843,311.0614076,6.520078473,5.525881338,1.294958843,678.448809,0.713464031
21.43383983,18.94642937,41.18578366,481.7711133,6.598867374,3.874949844,0.952079347,404.4766401,1.184210767
20.81315842,19.32896046,51.41674202,838.5817158,7.370079028,4.027978978,0.891826506,418.9628347,0.566506042
24.35216976,19.16659698,40.85338302,373.9174178,7.080402306,4.2441734,0.931181854,584.8561871,1.216067339
25.87399572,22.16207172,68.54660539,925.0319277,5.942128194,3.294146962,0.963293813,447.6348879,1.056753
25.6947082,23.26695155,67.82143591,549.2840906,5.567943289,3.516488777,0.729567878,594.0097726,0.080119393
28.69144274,17.87581238,41.08530287,411.6364608,6.092363075,3.985236188,0.664375805,490.0202563,1.189742774
23.85028028,22.57369247,45.09756552,915.1700435,6.765134356,3.480291238,0.537931664,338.6639166,0.85435897
23.90135211,20.45088859,42.0214733,604.2202736,5.974021808,3.256091678,0.575951347,341.6481518,0.574470766
27.51228804,15.61283742,47.88003402,373.7450699,7.253876177,7.461312117,1.681880084,938.2669133,1.602747922
21.37936918,16.63756834,42.56016449,812.7305804,6.264057172,7.845182615,1.97396164,1067.023095,0.192994678
18.77016944,18.91345802,68.15467108,361.398498,6.087428707,3.344639742,0.596144509,312.2605849,1.379489279
28.48926412,18.21806413,52.67727401,218.3977761,6.930487149,3.337870126,0.63929517,353.1031453,1.426813744
25.63556858,24.75396282,58.29578813,856.5252645,6.088720745,3.177405068,0.560317936,438.2336304,0.378188076
18.8818536,21.12793277,43.44541038,874.1451048,7.408425755,5.309500578,1.182134931,700.6834542,1.099241139
19.09822006,22.92226921,53.38938363,566.7152651,7.099624506,7.535592243,1.53931214,1119.76416,1.879604259
29.78890873,23.81125767,41.78461283,366.6693327,6.424536901,4.255800779,0.540879516,562.0735872,0.413783999
28.51280941,22.86284977,49.14202089,227.3505267,7.195829437,7.881308601,1.56107796,910.7510593,0.953817258
29.40545208,23.73571154,69.23538702,625.1472084,5.656725377,7.70930192,2.24825969,873.8084077,0.095209499
24.6999043,24.79546875,46.3065624,925.6225739,6.827433081,5.314023985,1.185236051,696.904597,0.083605249
28.10065315,23.89043827,41.3684821,209.542369,5.693779404,7.427382157,1.86891364,985.0138865,1.211894614
25.60416037,23.64157259,57.37937524,839.0471824,6.064985754,4.494941876,0.518341601,375.7310833,0.827233647
18.12058211,22.84980126,68.91920797,689.9370441,6.352590162,6.070024379,1.447603419,702.3354884,0.159802181
23.10225575,24.9490058,51.65778909,863.4829619,7.184161045,7.298170228,1.607172011,978.9649467,0.640165252
29.26296544,16.37660005,67.90181861,369.6975895,5.657508091,7.2989259,1.742470504,907.6972924,0.458002823
28.1905399,24.65134268,53.8624363,716.7591808,7.009687428,3.754568326,0.510035599,396.6237497,1.331371237
21.56956215,23.17081816,46.93427093,336.3566807,7.164521696,5.31717201,1.163748676,623.9524264,1.303230711
18.93494504,15.62523963,54.73299412,305.7832098,6.107192397,7.835790921,2.093592454,1071.640928,1.209413533
29.81092,16.85273037,41.6559529,955.5091383,5.783262621,6.183756858,1.249221099,617.3840576,0.974352679
21.43127725,20.15639057,64.29479195,329.4769742,5.757476275,4.074213084,0.793420559,523.6318423,1.126305784
18.14434357,22.20320746,61.28860761,937.4542624,6.087086516,5.647489319,1.063790151,656.7551812,0.214654072
25.10939517,21.58620622,41.19357529,235.0556025,6.050556927,3.726164593,0.822958621,471.2334914,0.958589319
28.65518263,21.41696213,64.06023862,587.5597623,6.282474666,5.534145089,1.493257624,721.1549639,1.382446825
29.55132798,20.06581605,47.60921818,430.0082818,6.795018346,3.474453583,0.550891236,345.8577418,1.974770985
27.70488993,18.55853291,66.36183898,336.9069972,6.918504011,3.491915457,0.580340687,355.9701072,0.617944623
29.1160162,15.51377479,68.22840976,822.8018483,7.224027551,3.570190337,0.586686798,569.0296274,1.921826567
24.82128436,19.45277854,48.2225771,870.5439518,5.615847877,3.160467491,0.762255695,423.1190481,0.69124165
23.86383307,17.31462232,52.01363936,590.1276827,7.436638712,4.964757234,0.556019451,419.3566797,1.800706364
21.18922062,16.25952459,61.4708804,815.8876426,5.622661568,6.45420565,1.432753563,763.4144142,1.575505541
18.77660745,23.23972258,52.87657435,934.3162626,6.652806915,6.886854241,1.670887587,1067.457288,1.00448287
22.00292849,16.20413291,44.11662785,727.9872546,5.660619941,7.894063984,2.056762893,1028.645076,0.472649184
24.49075641,23.83424033,41.55901337,497.7693929,6.866454265,3.559958187,0.884746467,356.1131246,0.677026942
20.64922591,15.19373189,57.14519189,770.1755164,6.865545836,3.647358473,0.712718219,452.2831136,0.832925213
26.40629845,16.45946114,56.68455678,273.0597227,5.875493734,6.863614599,1.614836825,1044.248017,0.197536856
26.7373653,18.79481135,69.32154335,675.8503669,6.477156305,6.93294583,2.081238221,861.7450861,1.337310035
25.88920848,15.14757151,56.17522885,762.7378851,6.587476749,5.721710153,1.266294716,610.3647074,0.544408466
28.13330626,21.29780303,44.45734368,934.4721448,6.842711274,5.504906417,1.067207338,612.6749941,1.804994875
26.25635003,21.56417966,64.70730585,551.027142,5.70598986,7.984940349,1.822353845,1123.949778,1.369694611
23.31423737,16.46795362,41.14038354,934.6695193,6.052442136,3.50928131,0.840751361,528.068358,1.806142655
20.19227741,17.08520076,44.84743775,245.0194678,5.958499944,4.191277481,0.735788094,423.5522742,1.837473052
29.33000627,16.14839503,45.4861548,687.637654,6.529229352,3.697736533,0.964764572,549.1858223,0.775965359
19.77243366,16.78492485,46.24003897,587.251506,5.717636652,7.947540366,1.624297223,1092.34699,1.296056953
18.40789471,15.37518925,45.28176072,472.8385875,6.752486375,7.907510685,1.681233066,826.5985069,1.578192468
25.70074305,17.06843888,47.63014167,559.1633947,6.105230688,6.111680974,1.287236557,768.3657554,1.898170273
25.02907137,17.73920342,48.34857854,370.360704,6.391124452,6.709658565,2.295267312,880.650928,0.137887117
27.45302256,24.39112552,56.33414438,613.6269624,6.221066474,5.245483914,1.082132899,762.914944,0.633456234
23.91969663,16.10620554,45.00231576,457.9750483,5.653693458,5.997795831,1.261532712,671.7660968,0.457806261
20.92308547,22.45504203,63.44597622,845.5959299,6.98973099,4.754401082,0.696222554,544.9798318,1.583682274
27.11968597,22.0193488,45.58236599,287.8827313,6.296866978,7.158702363,1.876944429,985.0719143,1.371026341
21.70398691,17.96318144,65.91232221,325.5843705,6.59069099,5.452066811,1.37380469,700.544078,0.937683693
25.28838761,22.8234767,64.65932263,889.0051089,6.007393707,5.348319043,1.449787287,676.7782443,1.936198976
27.10544665,24.44465858,46.56746023,575.9643802,5.734311203,5.815329292,1.453236055,724.8475992,0.68404429
25.15075981,17.25371609,58.99101707,407.8341803,6.69790861,3.233796081,0.969916062,488.3124159,0.452817842
28.34804159,15.03610014,52.57920537,655.6423501,7.379909213,7.002358422,1.639272073,1117.610076,1.733667731
27.97304868,23.79988323,49.50055476,867.6988374,6.643074508,5.930109134,1.266730546,778.7785166,1.421105871
19.05368324,16.44511467,56.02722291,335.3489732,6.270324072,7.682895817,1.65167488,924.6888271,0.090161947
20.93587075,22.79346064,41.97037524,531.1884542,7.383529729,6.87273371,2.243946293,813.4129739,1.750485975
27.08149791,15.74008739,57.8384477,726.0924317,6.946650142,4.13977937,0.881229343,563.029691,1.19233831
29.83962821,22.62499364,68.32595261,789.8657802,5.580034278,5.513122623,1.410628652,622.1263474,1.473112124
